ID,Exchange,Commodity,Year,Month,Contract,FutureTicker,OptionTicker,FutureExpiry,OptionExpiry
1216,NYMEX,RB,2021,2,G21,,,2021-01-29,2021-01-26
1217,NYMEX,RB,2021,3,H21,,,2021-02-26,2021-02-23
1218,NYMEX,RB,2021,4,J21,,,2021-03-31,2021-03-26
1219,NYMEX,RB,2021,5,K21,,,2021-04-30,2021-04-27
1220,NYMEX,RB,2021,6,M21,,,2021-05-28,2021-05-25
1221,NYMEX,RB,2021,7,N21,,,2021-06-30,2021-06-25
1222,NYMEX,RB,2021,8,Q21,,,2021-07-30,2021-07-27
1223,NYMEX,RB,2021,9,U21,,,2021-08-31,2021-08-26
1224,NYMEX,RB,2021,10,V21,,,2021-09-30,2021-09-27
1225,NYMEX,RB,2021,11,X21,,,2021-10-29,2021-10-26
1226,NYMEX,RB,2021,12,Z21,,,2021-11-30,2021-11-24
1227,NYMEX,RB,2022,1,F22,,,2021-12-31,2021-12-28
1228,NYMEX,RB,2022,2,G22,,,2022-01-31,2022-01-26
1229,NYMEX,RB,2022,3,H22,,,2022-02-28,2022-02-23
1230,NYMEX,RB,2022,4,J22,,,2022-03-31,2022-03-28
1231,NYMEX,RB,2022,5,K22,,,2022-04-29,2022-04-26
1232,NYMEX,RB,2022,6,M22,,,2022-05-31,2022-05-25
1233,NYMEX,RB,2022,7,N22,,,2022-06-30,2022-06-27
1234,NYMEX,RB,2022,8,Q22,,,2022-07-29,2022-07-26
1235,NYMEX,RB,2022,9,U22,,,2022-08-31,2022-08-26
1236,NYMEX,RB,2022,10,V22,,,2022-09-30,2022-09-27
1237,NYMEX,RB,2022,11,X22,,,2022-10-31,2022-10-26
1238,NYMEX,RB,2022,12,Z22,,,2022-11-30,2022-11-25
1239,NYMEX,RB,2023,1,F23,,,2022-12-30,2022-12-27
1240,NYMEX,RB,2023,2,G23,,,2023-01-31,2023-01-26
1241,NYMEX,RB,2023,3,H23,,,2023-02-28,2023-02-23
1242,NYMEX,RB,2023,4,J23,,,2023-03-31,2023-03-28
1243,NYMEX,RB,2023,5,K23,,,2023-04-28,2023-04-25
1244,NYMEX,RB,2023,6,M23,,,2023-05-31,2023-05-25
1245,NYMEX,RB,2023,7,N23,,,2023-06-30,2023-06-27
1246,NYMEX,RB,2023,8,Q23,,,2023-07-31,2023-07-26
1247,NYMEX,RB,2023,9,U23,,,2023-08-31,2023-08-28
1248,NYMEX,RB,2023,10,V23,,,2023-09-29,2023-09-26
1249,NYMEX,RB,2023,11,X23,,,2023-10-31,2023-10-26
1250,NYMEX,RB,2023,12,Z23,,,2023-11-30,2023-11-27
1251,NYMEX,HO,2013,8,Q13,,,2013-07-31,2013-07-26
1252,NYMEX,HO,2013,9,U13,,,2013-08-30,2013-08-27
1253,NYMEX,HO,2013,10,V13,,,2013-09-30,2013-09-25
1254,NYMEX,HO,2013,11,X13,,,2013-10-31,2013-10-28
1255,NYMEX,HO,2013,12,Z13,,,2013-11-29,2013-11-25
1256,NYMEX,HO,2014,1,F14,,,2013-12-31,2013-12-26
1257,NYMEX,HO,2014,2,G14,,,2014-01-31,2014-01-28
1258,NYMEX,HO,2014,3,H14,,,2014-02-28,2014-02-25
1259,NYMEX,HO,2014,4,J14,,,2014-03-31,2014-03-26
1260,NYMEX,HO,2014,5,K14,,,2014-04-30,2014-04-25
1261,NYMEX,HO,2014,6,M14,,,2014-05-30,2014-05-27
1262,NYMEX,HO,2014,7,N14,,,2014-06-30,2014-06-25
1263,NYMEX,HO,2014,8,Q14,,,2014-07-31,2014-07-28
1264,NYMEX,HO,2014,9,U14,,,2014-08-29,2014-08-26
1265,NYMEX,HO,2014,10,V14,,,2014-09-30,2014-09-25
1266,NYMEX,HO,2014,11,X14,,,2014-10-31,2014-10-28
1267,NYMEX,HO,2014,12,Z14,,,2014-11-28,2014-11-24
1268,NYMEX,HO,2015,1,F15,,,2014-12-31,2014-12-26
1269,NYMEX,HO,2015,2,G15,,,2015-01-30,2015-01-27
1270,NYMEX,HO,2015,3,H15,,,2015-02-27,2015-02-24
1271,NYMEX,HO,2015,4,J15,,,2015-03-31,2015-03-26
1272,NYMEX,HO,2015,5,K15,,,2015-04-30,2015-04-27
1273,NYMEX,HO,2015,6,M15,,,2015-05-29,2015-05-26
1274,NYMEX,HO,2015,7,N15,,,2015-06-30,2015-06-25
1275,NYMEX,HO,2015,8,Q15,,,2015-07-31,2015-07-28
1276,NYMEX,HO,2015,9,U15,,,2015-08-31,2015-08-26
1277,NYMEX,HO,2015,10,V15,,,2015-09-30,2015-09-25
1278,NYMEX,HO,2015,11,X15,,,2015-10-30,2015-10-27
1279,NYMEX,HO,2015,12,Z15,,,2015-11-30,2015-11-24
1280,NYMEX,HO,2016,1,F16,,,2015-12-31,2015-12-28
1281,NYMEX,HO,2016,2,G16,,,2016-01-29,2016-01-26
1282,NYMEX,HO,2016,3,H16,,,2016-02-29,2016-02-24
1283,NYMEX,HO,2016,4,J16,,,2016-03-31,2016-03-28
1284,NYMEX,HO,2016,5,K16,,,2016-04-29,2016-04-26
1285,NYMEX,HO,2016,6,M16,,,2016-05-31,2016-05-25
1286,NYMEX,HO,2016,7,N16,,,2016-06-30,2016-06-27
1287,NYMEX,HO,2016,8,Q16,,,2016-07-29,2016-07-26
1288,NYMEX,HO,2016,9,U16,,,2016-08-31,2016-08-26
1289,NYMEX,HO,2016,10,V16,,,2016-09-30,2016-09-27
1290,NYMEX,HO,2016,11,X16,,,2016-10-31,2016-10-26
1291,NYMEX,HO,2016,12,Z16,,,2016-11-30,2016-11-25
1292,NYMEX,HO,2017,1,F17,,,2016-12-30,2016-12-27
1293,NYMEX,HO,2017,2,G17,,,2017-01-31,2017-01-26
1294,NYMEX,HO,2017,3,H17,,,2017-02-28,2017-02-23
1295,NYMEX,HO,2017,4,J17,,,2017-03-31,2017-03-28
1296,NYMEX,HO,2017,5,K17,,,2017-04-28,2017-04-25
1297,NYMEX,HO,2017,6,M17,,,2017-05-31,2017-05-25
1298,NYMEX,HO,2017,7,N17,,,2017-06-30,2017-06-27
1299,NYMEX,HO,2017,8,Q17,,,2017-07-31,2017-07-26
1300,NYMEX,HO,2017,9,U17,,,2017-08-31,2017-08-28
1301,NYMEX,HO,2017,10,V17,,,2017-09-29,2017-09-26
1302,NYMEX,HO,2017,11,X17,,,2017-10-31,2017-10-26
1303,NYMEX,HO,2017,12,Z17,,,2017-11-30,2017-11-27
1304,NYMEX,HO,2018,1,F18,,,2017-12-29,2017-12-26
1305,NYMEX,HO,2018,2,G18,,,2018-01-31,2018-01-26
1306,NYMEX,HO,2018,3,H18,,,2018-02-28,2018-02-23
1307,NYMEX,HO,2018,4,J18,,,2018-03-30,2018-03-27
1308,NYMEX,HO,2018,5,K18,,,2018-04-30,2018-04-25
1309,NYMEX,HO,2018,6,M18,,,2018-05-31,2018-05-25
1310,NYMEX,HO,2018,7,N18,,,2018-06-29,2018-06-26
1311,NYMEX,HO,2018,8,Q18,,,2018-07-31,2018-07-26
1312,NYMEX,HO,2018,9,U18,,,2018-08-31,2018-08-28
1313,NYMEX,HO,2018,10,V18,,,2018-09-28,2018-09-25
1314,NYMEX,HO,2018,11,X18,,,2018-10-31,2018-10-26
1315,NYMEX,HO,2018,12,Z18,,,2018-11-30,2018-11-27
1316,NYMEX,HO,2019,1,F19,,,2018-12-31,2018-12-26
1317,NYMEX,HO,2019,2,G19,,,2019-01-31,2019-01-28
1318,NYMEX,HO,2019,3,H19,,,2019-02-28,2019-02-25
1319,NYMEX,HO,2019,4,J19,,,2019-03-29,2019-03-26
1320,NYMEX,HO,2019,5,K19,,,2019-04-30,2019-04-25
1321,NYMEX,HO,2019,6,M19,,,2019-05-31,2019-05-28
1322,NYMEX,HO,2019,7,N19,,,2019-06-28,2019-06-25
1323,NYMEX,HO,2019,8,Q19,,,2019-07-31,2019-07-26
1324,NYMEX,HO,2019,9,U19,,,2019-08-30,2019-08-27
1325,NYMEX,HO,2019,10,V19,,,2019-09-30,2019-09-25
1326,NYMEX,HO,2019,11,X19,,,2019-10-31,2019-10-28
1327,NYMEX,HO,2019,12,Z19,,,2019-11-29,2019-11-25
1328,NYMEX,HO,2020,1,F20,,,2019-12-31,2019-12-26
1329,NYMEX,HO,2020,2,G20,,,2020-01-31,2020-01-28
1330,NYMEX,HO,2020,3,H20,,,2020-02-28,2020-02-25
1331,NYMEX,HO,2020,4,J20,,,2020-03-31,2020-03-26
1332,NYMEX,HO,2020,5,K20,,,2020-04-30,2020-04-27
1333,NYMEX,HO,2020,6,M20,,,2020-05-29,2020-05-26
1334,NYMEX,HO,2020,7,N20,,,2020-06-30,2020-06-25
1335,NYMEX,HO,2020,8,Q20,,,2020-07-31,2020-07-28
1336,NYMEX,HO,2020,9,U20,,,2020-08-31,2020-08-26
1337,NYMEX,HO,2020,10,V20,,,2020-09-30,2020-09-25
1338,NYMEX,HO,2020,11,X20,,,2020-10-30,2020-10-27
1339,NYMEX,HO,2020,12,Z20,,,2020-11-30,2020-11-24
1340,NYMEX,HO,2021,1,F21,,,2020-12-31,2020-12-28
1341,NYMEX,HO,2021,2,G21,,,2021-01-29,2021-01-26
1342,NYMEX,HO,2021,3,H21,,,2021-02-26,2021-02-23
1343,NYMEX,HO,2021,4,J21,,,2021-03-31,2021-03-26
1344,NYMEX,HO,2021,5,K21,,,2021-04-30,2021-04-27
1345,NYMEX,HO,2021,6,M21,,,2021-05-28,2021-05-25
1346,NYMEX,HO,2021,7,N21,,,2021-06-30,2021-06-25
1347,NYMEX,HO,2021,8,Q21,,,2021-07-30,2021-07-27
1348,NYMEX,HO,2021,9,U21,,,2021-08-31,2021-08-26
1349,NYMEX,HO,2021,10,V21,,,2021-09-30,2021-09-27
1350,NYMEX,HO,2021,11,X21,,,2021-10-29,2021-10-26
1351,NYMEX,HO,2021,12,Z21,,,2021-11-30,2021-11-24
1352,NYMEX,HO,2022,1,F22,,,2021-12-31,2021-12-28
1353,NYMEX,HO,2022,2,G22,,,2022-01-31,2022-01-26
1354,NYMEX,HO,2022,3,H22,,,2022-02-28,2022-02-23
1355,NYMEX,HO,2022,4,J22,,,2022-03-31,2022-03-28
1356,NYMEX,HO,2022,5,K22,,,2022-04-29,2022-04-26
1357,NYMEX,HO,2022,6,M22,,,2022-05-31,2022-05-25
1358,NYMEX,HO,2022,7,N22,,,2022-06-30,2022-06-27
1359,NYMEX,HO,2022,8,Q22,,,2022-07-29,2022-07-26
1360,NYMEX,HO,2022,9,U22,,,2022-08-31,2022-08-26
1361,NYMEX,HO,2022,10,V22,,,2022-09-30,2022-09-27
1362,NYMEX,HO,2022,11,X22,,,2022-10-31,2022-10-26
1363,NYMEX,HO,2022,12,Z22,,,2022-11-30,2022-11-25
1364,NYMEX,HO,2023,1,F23,,,2022-12-30,2022-12-27
1365,NYMEX,HO,2023,2,G23,,,2023-01-31,2023-01-26
1366,NYMEX,HO,2023,3,H23,,,2023-02-28,2023-02-23
1367,NYMEX,HO,2023,4,J23,,,2023-03-31,2023-03-28
1368,NYMEX,HO,2023,5,K23,,,2023-04-28,2023-04-25
1369,NYMEX,HO,2023,6,M23,,,2023-05-31,2023-05-25
1370,NYMEX,HO,2023,7,N23,,,2023-06-30,2023-06-27
1371,NYMEX,HO,2023,8,Q23,,,2023-07-31,2023-07-26
1372,NYMEX,HO,2023,9,U23,,,2023-08-31,2023-08-28
1373,NYMEX,HO,2023,10,V23,,,2023-09-29,2023-09-26
1374,NYMEX,HO,2023,11,X23,,,2023-10-31,2023-10-26
1375,NYMEX,HO,2023,12,Z23,,,2023-11-30,2023-11-27
1376,CLEARPORT,DOED,2013,8,Q13,,,2013-08-26,2013-08-26
1377,CLEARPORT,DOED,2013,9,U13,,,2013-09-30,2013-09-30
1378,CLEARPORT,DOED,2013,10,V13,,,2013-10-28,2013-10-28
1379,CLEARPORT,DOED,2013,11,X13,,,2013-11-25,2013-11-25
1380,CLEARPORT,DOED,2013,12,Z13,,,2013-12-30,2013-12-30
1381,CLEARPORT,DOED,2014,1,F14,,,2014-01-27,2014-01-27
1382,CLEARPORT,DOED,2014,2,G14,,,2014-02-24,2014-02-24
1383,CLEARPORT,DOED,2014,3,H14,,,2014-03-31,2014-03-31
1384,CLEARPORT,DOED,2014,4,J14,,,2014-04-28,2014-04-28
1385,CLEARPORT,DOED,2014,5,K14,,,2014-05-26,2014-05-26
1386,CLEARPORT,DOED,2014,6,M14,,,2014-06-30,2014-06-30
1387,CLEARPORT,DOED,2014,7,N14,,,2014-07-28,2014-07-28
1388,CLEARPORT,DOED,2014,8,Q14,,,2014-08-25,2014-08-25
1389,CLEARPORT,DOED,2014,9,U14,,,2014-09-29,2014-09-29
1390,CLEARPORT,DOED,2014,10,V14,,,2014-10-27,2014-10-27
1391,CLEARPORT,DOED,2014,11,X14,,,2014-11-24,2014-11-24
1392,CLEARPORT,DOED,2014,12,Z14,,,2014-12-29,2014-12-29
1393,CLEARPORT,DOED,2015,1,F15,,,2015-01-26,2015-01-26
1394,CLEARPORT,DOED,2015,2,G15,,,2015-02-23,2015-02-23
1395,CLEARPORT,DOED,2015,3,H15,,,2015-03-30,2015-03-30
1396,CLEARPORT,DOED,2015,4,J15,,,2015-04-27,2015-04-27
1397,CLEARPORT,DOED,2015,5,K15,,,2015-05-25,2015-05-25
1398,CLEARPORT,DOED,2015,6,M15,,,2015-06-29,2015-06-29
1399,CLEARPORT,DOED,2015,7,N15,,,2015-07-27,2015-07-27
1400,CLEARPORT,DOED,2015,8,Q15,,,2015-08-31,2015-08-31
1401,CLEARPORT,DOED,2015,9,U15,,,2015-09-28,2015-09-28
1402,CLEARPORT,DOED,2015,10,V15,,,2015-10-26,2015-10-26
1403,CLEARPORT,DOED,2015,11,X15,,,2015-11-30,2015-11-30
1404,CLEARPORT,DOED,2015,12,Z15,,,2015-12-28,2015-12-28
1405,CLEARPORT,DOED,2016,1,F16,,,2016-01-25,2016-01-25
1406,CLEARPORT,DOED,2016,2,G16,,,2016-02-29,2016-02-29
1407,CLEARPORT,DOED,2016,3,H16,,,2016-03-28,2016-03-28
1408,CLEARPORT,DOED,2016,4,J16,,,2016-04-25,2016-04-25
1409,CLEARPORT,DOED,2016,5,K16,,,2016-05-30,2016-05-30
1410,CLEARPORT,DOED,2016,6,M16,,,2016-06-27,2016-06-27
1411,CLEARPORT,DOED,2016,7,N16,,,2016-07-25,2016-07-25
1412,CLEARPORT,DOED,2016,8,Q16,,,2016-08-29,2016-08-29
1413,CLEARPORT,DOED,2016,9,U16,,,2016-09-26,2016-09-26
1414,CLEARPORT,DOED,2016,10,V16,,,2016-10-31,2016-10-31
1415,CLEARPORT,DOED,2016,11,X16,,,2016-11-28,2016-11-28
1416,CLEARPORT,DOED,2016,12,Z16,,,2016-12-26,2016-12-26
1417,CLEARPORT,DOED,2017,1,F17,,,2017-01-30,2017-01-30
1418,CLEARPORT,DOED,2017,2,G17,,,2017-02-27,2017-02-27
1419,CLEARPORT,DOED,2017,3,H17,,,2017-03-27,2017-03-27
1420,CLEARPORT,DOED,2017,4,J17,,,2017-04-24,2017-04-24
1421,CLEARPORT,DOED,2017,5,K17,,,2017-05-29,2017-05-29
1422,CLEARPORT,DOED,2017,6,M17,,,2017-06-26,2017-06-26
1423,CLEARPORT,DOED,2017,7,N17,,,2017-07-31,2017-07-31
1424,CLEARPORT,DOED,2017,8,Q17,,,2017-08-28,2017-08-28
1425,CLEARPORT,DOED,2017,9,U17,,,2017-09-25,2017-09-25
1426,CLEARPORT,DOED,2017,10,V17,,,2017-10-30,2017-10-30
1427,CLEARPORT,DOED,2017,11,X17,,,2017-11-27,2017-11-27
1428,CLEARPORT,DOED,2017,12,Z17,,,2017-12-25,2017-12-25
1429,CLEARPORT,DOED,2018,1,F18,,,2018-01-29,2018-01-29
1430,CLEARPORT,DOED,2018,2,G18,,,2018-02-26,2018-02-26
1431,CLEARPORT,DOED,2018,3,H18,,,2018-03-26,2018-03-26
1432,CLEARPORT,DOED,2018,4,J18,,,2018-04-30,2018-04-30
1433,CLEARPORT,DOED,2018,5,K18,,,2018-05-28,2018-05-28
1434,CLEARPORT,DOED,2018,6,M18,,,2018-06-25,2018-06-25
1435,CLEARPORT,DOED,2018,7,N18,,,2018-07-30,2018-07-30
1436,CLEARPORT,DOED,2018,8,Q18,,,2018-08-27,2018-08-27
1437,CLEARPORT,DOED,2018,9,U18,,,2018-09-24,2018-09-24
1438,CLEARPORT,DOED,2018,10,V18,,,2018-10-29,2018-10-29
1439,CLEARPORT,DOED,2018,11,X18,,,2018-11-26,2018-11-26
1440,CLEARPORT,DOED,2018,12,Z18,,,2018-12-31,2018-12-31
1441,CLEARPORT,DOED,2019,1,F19,,,2019-01-28,2019-01-28
1442,CLEARPORT,DOED,2019,2,G19,,,2019-02-25,2019-02-25
1443,CLEARPORT,DOED,2019,3,H19,,,2019-03-25,2019-03-25
1444,CLEARPORT,DOED,2019,4,J19,,,2019-04-29,2019-04-29
1445,CLEARPORT,DOED,2019,5,K19,,,2019-05-27,2019-05-27
1446,CLEARPORT,DOED,2019,6,M19,,,2019-06-24,2019-06-24
1447,CLEARPORT,DOED,2019,7,N19,,,2019-07-29,2019-07-29
1448,CLEARPORT,DOED,2019,8,Q19,,,2019-08-26,2019-08-26
1449,CLEARPORT,DOED,2019,9,U19,,,2019-09-30,2019-09-30
1450,CLEARPORT,DOED,2019,10,V19,,,2019-10-28,2019-10-28
1451,CLEARPORT,DOED,2019,11,X19,,,2019-11-25,2019-11-25
1452,CLEARPORT,DOED,2019,12,Z19,,,2019-12-30,2019-12-30
1453,CLEARPORT,DOED,2020,1,F20,,,2020-01-27,2020-01-27
1454,CLEARPORT,DOED,2020,2,G20,,,2020-02-24,2020-02-24
1455,CLEARPORT,DOED,2020,3,H20,,,2020-03-30,2020-03-30
1456,CLEARPORT,DOED,2020,4,J20,,,2020-04-27,2020-04-27
1457,CLEARPORT,DOED,2020,5,K20,,,2020-05-25,2020-05-25
1458,CLEARPORT,DOED,2020,6,M20,,,2020-06-29,2020-06-29
1459,CLEARPORT,DOED,2020,7,N20,,,2020-07-27,2020-07-27
1460,CLEARPORT,DOED,2020,8,Q20,,,2020-08-31,2020-08-31
1461,CLEARPORT,DOED,2020,9,U20,,,2020-09-28,2020-09-28
1462,CLEARPORT,DOED,2020,10,V20,,,2020-10-26,2020-10-26
1463,CLEARPORT,DOED,2020,11,X20,,,2020-11-30,2020-11-30
1464,CLEARPORT,DOED,2020,12,Z20,,,2020-12-28,2020-12-28
1465,CLEARPORT,DOED,2021,1,F21,,,2021-01-25,2021-01-25
1466,CLEARPORT,DOED,2021,2,G21,,,2021-02-22,2021-02-22
1467,CLEARPORT,DOED,2021,3,H21,,,2021-03-29,2021-03-29
1468,CLEARPORT,DOED,2021,4,J21,,,2021-04-26,2021-04-26
1469,CLEARPORT,DOED,2021,5,K21,,,2021-05-31,2021-05-31
1470,CLEARPORT,DOED,2021,6,M21,,,2021-06-28,2021-06-28
1471,CLEARPORT,DOED,2021,7,N21,,,2021-07-26,2021-07-26
1472,CLEARPORT,DOED,2021,8,Q21,,,2021-08-30,2021-08-30
1473,CLEARPORT,DOED,2021,9,U21,,,2021-09-27,2021-09-27
1474,CLEARPORT,DOED,2021,10,V21,,,2021-10-25,2021-10-25
1475,CLEARPORT,DOED,2021,11,X21,,,2021-11-29,2021-11-29
1476,CLEARPORT,DOED,2021,12,Z21,,,2021-12-27,2021-12-27
1477,CLEARPORT,DOED,2022,1,F22,,,2022-01-31,2022-01-31
1478,CLEARPORT,DOED,2022,2,G22,,,2022-02-28,2022-02-28
1479,CLEARPORT,DOED,2022,3,H22,,,2022-03-28,2022-03-28
1480,CLEARPORT,DOED,2022,4,J22,,,2022-04-25,2022-04-25
1481,CLEARPORT,DOED,2022,5,K22,,,2022-05-30,2022-05-30
1482,CLEARPORT,DOED,2022,6,M22,,,2022-06-27,2022-06-27
1483,CLEARPORT,DOED,2022,7,N22,,,2022-07-25,2022-07-25
1484,CLEARPORT,DOED,2022,8,Q22,,,2022-08-29,2022-08-29
1485,CLEARPORT,DOED,2022,9,U22,,,2022-09-26,2022-09-26
1486,CLEARPORT,DOED,2022,10,V22,,,2022-10-31,2022-10-31
1487,CLEARPORT,DOED,2022,11,X22,,,2022-11-28,2022-11-28
1488,CLEARPORT,DOED,2022,12,Z22,,,2022-12-26,2022-12-26
1489,CLEARPORT,DOED,2023,1,F23,,,2023-01-30,2023-01-30
1490,CLEARPORT,DOED,2023,2,G23,,,2023-02-27,2023-02-27
1491,CLEARPORT,DOED,2023,3,H23,,,2023-03-27,2023-03-27
1492,CLEARPORT,DOED,2023,4,J23,,,2023-04-24,2023-04-24
1493,CLEARPORT,DOED,2023,5,K23,,,2023-05-29,2023-05-29
1494,CLEARPORT,DOED,2023,6,M23,,,2023-06-26,2023-06-26
1495,CLEARPORT,DOED,2023,7,N23,,,2023-07-31,2023-07-31
1496,CLEARPORT,DOED,2023,8,Q23,,,2023-08-28,2023-08-28
1497,CLEARPORT,DOED,2023,9,U23,,,2023-09-25,2023-09-25
1498,CLEARPORT,DOED,2023,10,V23,,,2023-10-30,2023-10-30
1499,CLEARPORT,DOED,2023,11,X23,,,2023-11-27,2023-11-27
1500,CLEARPORT,DOED,2023,12,Z23,,,2023-12-25,2023-12-25
1501,CME,ED,2013,8,Q13,,,2013-08-19,2013-08-19
1502,CME,ED,2013,9,U13,,,2013-09-16,2013-09-16
1503,CME,ED,2013,10,V13,,,2013-10-11,2013-10-11
1504,CME,ED,2013,11,X13,,,2013-11-18,2013-11-18
1505,CME,ED,2013,12,Z13,,,2013-12-16,2013-12-16
1506,CME,ED,2014,1,F14,,,2014-01-13,2014-01-13
1507,CME,ED,2014,2,G14,,,2014-02-14,2014-02-14
1508,CME,ED,2014,3,H14,,,2014-03-17,2014-03-17
1509,CME,ED,2014,4,J14,,,2014-04-14,2014-04-14
1510,CME,ED,2014,5,K14,,,2014-05-19,2014-05-19
1511,CME,ED,2014,6,M14,,,2014-06-16,2014-06-16
1512,CME,ED,2014,7,N14,,,2014-07-14,2014-07-14
1513,CME,ED,2014,8,Q14,,,2014-08-18,2014-08-18
1514,CME,ED,2014,9,U14,,,2014-09-15,2014-09-15
1515,CME,ED,2014,10,V14,,,2014-10-10,2014-10-10
1516,CME,ED,2014,11,X14,,,2014-11-17,2014-11-17
1517,CME,ED,2014,12,Z14,,,2014-12-15,2014-12-15
1518,CME,ED,2015,1,F15,,,2015-01-16,2015-01-16
1519,CME,ED,2015,2,G15,,,2015-02-13,2015-02-13
1520,CME,ED,2015,3,H15,,,2015-03-16,2015-03-16
1521,CME,ED,2015,4,J15,,,2015-04-13,2015-04-13
1522,CME,ED,2015,5,K15,,,2015-05-18,2015-05-18
1523,CME,ED,2015,6,M15,,,2015-06-15,2015-06-15
1524,CME,ED,2015,7,N15,,,2015-07-13,2015-07-13
1525,CME,ED,2015,8,Q15,,,2015-08-17,2015-08-17
1526,CME,ED,2015,9,U15,,,2015-09-14,2015-09-14
1527,CME,ED,2015,10,V15,,,2015-10-19,2015-10-19
1528,CME,ED,2015,11,X15,,,2015-11-16,2015-11-16
1529,CME,ED,2015,12,Z15,,,2015-12-14,2015-12-14
1530,CME,ED,2016,1,F16,,,2016-01-15,2016-01-15
1531,CME,ED,2016,2,G16,,,2016-02-12,2016-02-12
1532,CME,ED,2016,3,H16,,,2016-03-14,2016-03-14
1533,CME,ED,2016,4,J16,,,2016-04-18,2016-04-18
1534,CME,ED,2016,5,K16,,,2016-05-16,2016-05-16
1535,CME,ED,2016,6,M16,,,2016-06-13,2016-06-13
1536,CME,ED,2016,7,N16,,,2016-07-18,2016-07-18
1537,CME,ED,2016,8,Q16,,,2016-08-15,2016-08-15
1538,CME,ED,2016,9,U16,,,2016-09-19,2016-09-19
1539,CME,ED,2016,10,V16,,,2016-10-17,2016-10-17
1540,CME,ED,2016,11,X16,,,2016-11-14,2016-11-14
1541,CME,ED,2016,12,Z16,,,2016-12-19,2016-12-19
1542,CME,ED,2017,1,F17,,,2017-01-13,2017-01-13
1543,CME,ED,2017,2,G17,,,2017-02-13,2017-02-13
1544,CME,ED,2017,3,H17,,,2017-03-13,2017-03-13
1545,CME,ED,2017,4,J17,,,2017-04-17,2017-04-17
1546,CME,ED,2017,5,K17,,,2017-05-15,2017-05-15
1547,CME,ED,2017,6,M17,,,2017-06-19,2017-06-19
1548,CME,ED,2017,7,N17,,,2017-07-17,2017-07-17
1549,CME,ED,2017,8,Q17,,,2017-08-14,2017-08-14
1550,CME,ED,2017,9,U17,,,2017-09-18,2017-09-18
1551,CME,ED,2017,10,V17,,,2017-10-16,2017-10-16
1552,CME,ED,2017,11,X17,,,2017-11-13,2017-11-13
1553,CME,ED,2017,12,Z17,,,2017-12-18,2017-12-18
1554,CME,ED,2018,1,F18,,,2018-01-12,2018-01-12
1555,CME,ED,2018,2,G18,,,2018-02-16,2018-02-16
1556,CME,ED,2018,3,H18,,,2018-03-19,2018-03-19
1557,CME,ED,2018,4,J18,,,2018-04-16,2018-04-16
1558,CME,ED,2018,5,K18,,,2018-05-14,2018-05-14
1559,CME,ED,2018,6,M18,,,2018-06-18,2018-06-18
1560,CME,ED,2018,7,N18,,,2018-07-16,2018-07-16
1561,CME,ED,2018,8,Q18,,,2018-08-13,2018-08-13
1562,CME,ED,2018,9,U18,,,2018-09-17,2018-09-17
1563,CME,ED,2018,10,V18,,,2018-10-15,2018-10-15
1564,CME,ED,2018,11,X18,,,2018-11-19,2018-11-19
1565,CME,ED,2018,12,Z18,,,2018-12-17,2018-12-17
1566,CME,ED,2019,1,F19,,,2019-01-14,2019-01-14
1567,CME,ED,2019,2,G19,,,2019-02-15,2019-02-15
1568,CME,ED,2019,3,H19,,,2019-03-18,2019-03-18
1569,CME,ED,2019,4,J19,,,2019-04-15,2019-04-15
1570,CME,ED,2019,5,K19,,,2019-05-13,2019-05-13
1571,CME,ED,2019,6,M19,,,2019-06-17,2019-06-17
1572,CME,ED,2019,7,N19,,,2019-07-15,2019-07-15
1573,CME,ED,2019,8,Q19,,,2019-08-19,2019-08-19
1574,CME,ED,2019,9,U19,,,2019-09-16,2019-09-16
1575,CME,ED,2019,10,V19,,,2019-10-11,2019-10-11
1576,CME,ED,2019,11,X19,,,2019-11-18,2019-11-18
1577,CME,ED,2019,12,Z19,,,2019-12-16,2019-12-16
1578,CME,ED,2020,1,F20,,,2020-01-13,2020-01-13
1579,CME,ED,2020,2,G20,,,2020-02-14,2020-02-14
1580,CME,ED,2020,3,H20,,,2020-03-16,2020-03-16
1581,CME,ED,2020,4,J20,,,2020-04-13,2020-04-13
1582,CME,ED,2020,5,K20,,,2020-05-18,2020-05-18
1583,CME,ED,2020,6,M20,,,2020-06-15,2020-06-15
1584,CME,ED,2020,7,N20,,,2020-07-13,2020-07-13
1585,CME,ED,2020,8,Q20,,,2020-08-17,2020-08-17
1586,CME,ED,2020,9,U20,,,2020-09-14,2020-09-14
1587,CME,ED,2020,10,V20,,,2020-10-19,2020-10-19
1588,CME,ED,2020,11,X20,,,2020-11-16,2020-11-16
1589,CME,ED,2020,12,Z20,,,2020-12-14,2020-12-14
1590,CME,ED,2021,1,F21,,,2021-01-15,2021-01-15
1591,CME,ED,2021,2,G21,,,2021-02-12,2021-02-12
1592,CME,ED,2021,3,H21,,,2021-03-15,2021-03-15
1593,CME,ED,2021,4,J21,,,2021-04-19,2021-04-19
1594,CME,ED,2021,5,K21,,,2021-05-17,2021-05-17
1595,CME,ED,2021,6,M21,,,2021-06-14,2021-06-14
1596,CME,ED,2021,7,N21,,,2021-07-19,2021-07-19
1597,CME,ED,2021,8,Q21,,,2021-08-16,2021-08-16
1598,CME,ED,2021,9,U21,,,2021-09-13,2021-09-13
